system:index,20200829T102031_20200829T102249_T32UNB_B2,20200829T102031_20200829T102249_T32UNB_B3,20200829T102031_20200829T102249_T32UNB_B4,20200829T102031_20200829T102249_T32UNB_B5,20200829T102031_20200829T102249_T32UNB_B6,20200829T102031_20200829T102249_T32UNB_B7,20200829T102031_20200829T102249_T32UNB_B8,20200829T102031_20200829T102249_T32UNB_EVI,20200829T102031_20200829T102249_T32UNB_IRECI,20200829T102031_20200829T102249_T32UNB_NDVI,20200829T102031_20200829T102249_T32UNB_SCL,20200901T103031_20200901T103505_T32UNB_B2,20200901T103031_20200901T103505_T32UNB_B3,20200901T103031_20200901T103505_T32UNB_B4,20200901T103031_20200901T103505_T32UNB_B5,20200901T103031_20200901T103505_T32UNB_B6,20200901T103031_20200901T103505_T32UNB_B7,20200901T103031_20200901T103505_T32UNB_B8,20200901T103031_20200901T103505_T32UNB_EVI,20200901T103031_20200901T103505_T32UNB_IRECI,20200901T103031_20200901T103505_T32UNB_NDVI,20200901T103031_20200901T103505_T32UNB_SCL,.geo
0012000000000000447b_0,1270,1248,1070,1383,2091,2318,2472,-32768,32767,3958,10,8880,8352,8072,8455,8234,8132,8728,-1737,32767,390,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.876853598080585,50.76748161730978]}"
0012000000000000447b_1,1254,1212,1074,1362,2147,2390,2424,-32768,32767,3859,10,8880,8336,8004,8331,8203,8039,8680,-1707,32767,405,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.876995385736436,50.767480551229355]}"
0012000000000000447b_2,1216,1232,1098,1362,2147,2390,2402,-32768,32767,3725,10,8880,8336,7968,8331,8203,8039,8688,-1781,32767,432,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.877137173383687,50.76747948497659]}"
0012000000000000447b_3,1254,1236,1086,1383,2091,2318,2396,-32768,32767,3762,10,8896,8304,7988,8455,8234,8132,8640,-1605,32767,392,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.87685191716754,50.76739169924662]}"
0012000000000000447b_4,1236,1216,1066,1362,2147,2390,2386,-32768,32767,3823,10,8856,8272,7884,8331,8203,8039,8688,-1927,32767,485,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.876993704551673,50.76739063316959]}"
0012000000000000447b_5,1228,1250,1064,1362,2147,2390,2398,-32768,32767,3853,10,8856,8192,7812,8331,8203,8039,8616,-1838,32767,489,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.877135491927204,50.76738956692022]}"
00120000000000004481_0,1158,1294,1070,1456,2322,2482,2600,32767,32767,4168,10,6944,6512,6244,6515,6579,6574,6972,-2381,32767,550,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.881517377568947,50.766637084049535]}"
00120000000000004481_1,1140,1278,1064,1456,2322,2482,2548,32767,32767,4108,10,6768,6432,6196,6515,6579,6574,6844,-2403,32767,496,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.881659162494875,50.76663601231253]}"
00120000000000004481_2,1152,1240,1058,1378,2105,2304,2476,32767,32767,4012,10,6584,6216,6068,6377,6477,6468,6676,-2414,32767,477,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.881800947412158,50.766634940403186]}"
00120000000000004481_3,1134,1266,1072,1501,2484,2648,2566,32767,32767,4106,10,6900,6416,6100,6475,6508,6529,6896,-2411,32767,612,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.881515687766981,50.76654716608573]}"
00120000000000004481_4,1114,1260,1054,1501,2484,2648,2602,32767,32767,4234,10,6748,6376,6100,6475,6508,6529,6812,-2473,32767,551,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.881657472421203,50.76654609435214]}"
00120000000000004481_5,1114,1248,1054,1429,2190,2359,2608,32767,32767,4243,10,6568,6248,6036,6398,6407,6440,6712,-2669,32767,530,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.881799257066781,50.7665450224462]}"
00120000000000004489_0,987,1096,897,1238,2268,2567,2544,32767,32767,4786,10,6092,5820,5772,6231,6338,6265,6136,-1849,32767,305,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.887878968821406,50.76559958928498]}"
00120000000000004489_1,973,1082,886,1238,2268,2567,2696,32767,32767,5053,10,6308,6124,5908,6231,6338,6265,6352,-2014,32767,362,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.887735485604624,50.765510750738]}"
00120000000000004489_2,955,1052,897,1238,2268,2567,2666,32767,32767,4964,10,6144,5912,5884,6231,6338,6265,6200,-1726,32767,261,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.887877266888529,50.765509671459434]}"
00120000000000004489_3,936,1042,882,1226,2282,2626,2666,32767,32767,5028,10,6040,5756,5788,6134,6237,6280,6000,-1159,32767,179,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.888019048163725,50.76550859200853]}"
00120000000000004489_4,946,1064,882,1225,2368,2695,2724,32767,32767,5108,10,6504,6192,5844,6242,6273,6327,6484,-2212,32767,519,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.887733783952136,50.76542083290758]}"
00120000000000004489_5,929,1046,895,1225,2368,2695,2702,32767,32767,5023,10,6336,6132,5976,6242,6273,6327,6276,-1392,32767,244,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.887875564964354,50.76541975363245]}"
00120000000000004489_6,922,1058,892,1230,2312,2681,2684,32767,32767,5011,10,6152,5972,6000,6392,6423,6457,6108,-669,32767,89,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.888017345967866,50.765418674184986]}"
0012000000000000448a_0,931,1060,932,1315,2587,3137,2822,32767,32767,5034,10,6676,6280,6224,6681,6713,6617,6584,-1465,32767,281,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.888584469894838,50.76541435467183]}"
0012000000000000448a_1,971,1088,1005,1315,2587,3137,2876,28793,32767,4820,10,6820,6400,6344,6681,6713,6617,6684,-1327,32767,260,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.888726250854804,50.76541327436273]}"
0012000000000000448a_2,960,1078,900,1269,2361,2775,2774,32767,32767,5100,10,6588,6256,6168,6467,6513,6503,6484,-1335,32767,249,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.888440985923953,50.76532551699393]}"
0012000000000000448a_3,940,1102,918,1315,2587,3137,2824,32767,32767,5093,10,6808,6444,6312,6681,6713,6617,6656,-1316,32767,265,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.888582766620946,50.76532443686059]}"
0012000000000000448a_4,967,1066,978,1315,2587,3137,2812,32096,32767,4839,10,6908,6584,6380,6681,6713,6617,6768,-1434,32767,295,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.888724547309227,50.76532335655492]}"
0012000000000000448a_5,940,1094,896,1269,2405,2807,2724,32767,32767,5049,10,6884,6620,6424,6917,6910,6928,6884,-1854,32767,345,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.888581063355767,50.765234519047915]}"
0012000000000000448a_6,954,1072,944,1269,2405,2807,2718,32767,32767,4844,10,7056,6696,6532,6917,6910,6928,6928,-1456,32767,294,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.888722843772365,50.76523343874569]}"
00120000000000006bd5_0,6656,6240,5904,6394,6369,6294,6684,-2496,32767,619,9,5088,5016,4800,4750,5066,5111,6284,-12065,32767,1338,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.310829866332156,50.862899516763314]}"
00120000000000006bd5_1,6744,6256,5924,6367,6375,6302,6684,-2275,32767,602,9,4920,4800,4708,4840,5257,5302,6060,-13045,32767,1255,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.310971957749716,50.86289913827981]}"
00120000000000006bd5_2,6756,6216,5864,6373,6384,6304,6700,-2379,32767,665,9,5132,4972,4956,5291,5650,5680,6148,-11439,32767,1073,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.310687177282684,50.86280996927081]}"
00120000000000006bd5_3,6708,6220,5864,6373,6384,6304,6640,-2286,32767,620,9,4972,4912,4880,5291,5650,5680,6144,-16943,32767,1146,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.310829268429995,50.86280959096149]}"
00120000000000006bd5_4,6708,6216,5904,6373,6377,6280,6608,-2126,32767,562,9,4608,4604,4584,4996,5564,5718,5980,-32465,32767,1321,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.31097135957424,50.86280921247919]}"
00120000000000006bd5_5,6724,6216,5904,6373,6384,6304,6644,-2212,32767,589,9,4880,4744,4676,5291,5650,5680,6076,-14187,32767,1302,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.310828670530894,50.86271966515828]}"
00120000000000006bd5_6,6708,6240,5912,6373,6377,6280,6624,-2167,32767,567,9,4692,4420,4384,4996,5564,5718,5824,-11760,32767,1410,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.31097076140183,50.862719286677184]}"
00120000000000006beb_0,6496,5948,5596,6091,6122,6079,6356,-2162,32767,635,9,3182,2790,2740,3221,3850,4149,4712,-18178,32767,2646,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.328002084806947,50.859884917210195]}"
00120000000000006beb_1,6412,5928,5628,6091,6122,6079,6376,-2353,32767,623,9,3256,2912,2762,3221,3850,4149,4776,-16395,32767,2671,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.328144166824982,50.85988451783876]}"
00120000000000006beb_2,6432,5928,5604,6091,6122,6079,6344,-2236,32767,619,9,3428,3306,3024,3221,3850,4149,4988,-19053,32767,2451,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.328001453940908,50.85979499151209]}"
00120000000000006beb_3,6412,5948,5620,6091,6122,6079,6392,-2419,32767,642,9,3528,3332,3010,3221,3850,4149,5104,-15887,32767,2580,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.328143535685681,50.85979459214192]}"
00120000000000006beb_4,6436,5976,5620,6089,6136,6075,6392,-2366,32767,642,9,3362,3472,3392,3825,4367,4473,5148,32767,32767,2056,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.328000823078105,50.85970506581257]}"
00120000000000006beb_5,6436,5936,5664,6089,6136,6075,6388,-2292,32767,600,9,3504,3548,3352,3825,4367,4473,5208,-32768,32767,2168,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.328142904549615,50.85970466644367]}"
00120000000000006beb_6,6392,5928,5576,6076,6096,6068,6396,-2534,32767,684,9,3540,3308,2998,3254,3939,4245,5060,-14724,32767,2558,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.328285617427222,50.85979419259879]}"
00120000000000006bee_0,6408,5948,5664,6086,6078,6022,6376,-2311,32767,591,9,2744,2470,2318,2879,3598,3808,4260,-20136,32767,2952,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.330414936646312,50.8595184016597]}"
00120000000000006bee_1,6456,5992,5664,6078,6067,6025,6392,-2262,32767,603,9,2596,2378,2308,2694,3418,3674,4184,-32637,32767,2889,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.330557017516139,50.85951799935314]}"
00120000000000006bee_2,6412,5976,5668,6086,6078,6022,6376,-2297,32767,587,9,3240,2932,2624,2879,3598,3808,4640,-12873,32767,2775,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.330272220548007,50.859428878110016]}"
00120000000000006bee_3,6456,5960,5668,6086,6078,6022,6392,-2257,32767,600,9,3028,2810,2532,2879,3598,3808,4480,-16035,32767,2778,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.330414301147835,50.859428475977694]}"
00120000000000006bee_4,6468,5988,5668,6078,6067,6025,6396,-2245,32767,603,9,2924,2678,2416,2694,3418,3674,4424,-16683,32767,2935,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.330556381744403,50.85942807367241]}"
00120000000000006bee_5,6452,5988,5628,6070,6102,6017,6328,-2110,32767,585,9,3312,3012,2800,3300,3879,3965,4716,-14414,32767,2549,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.330413665652612,50.85933855029429]}"
00120000000000006bee_6,6468,5960,5620,6044,6059,6035,6376,-2246,32767,630,9,3486,3032,2714,3082,3629,3846,4812,-10390,32767,2787,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.330555745975925,50.859338147990286]}"
00120000000000006c04_0,6504,6048,5824,6248,6297,6244,6480,-2229,32767,533,9,1246,1354,1560,1846,2350,2508,2742,10714,32767,2747,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.347584637090582,50.856500923930014]}"
00120000000000006c04_1,6468,6056,5824,6248,6297,6244,6504,-2407,32767,551,9,1228,1342,1586,1846,2350,2508,2698,9251,32767,2595,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.347726708539415,50.85650050074064]}"
00120000000000006c04_2,6512,6056,5788,6246,6269,6236,6480,-2267,32767,564,9,1124,1330,1520,1905,2394,2586,2890,9564,32767,3106,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.347441897462165,50.85641142137596]}"
00120000000000006c04_3,6504,6056,5804,6215,6268,6239,6452,-2159,32767,528,9,1200,1372,1556,1879,2386,2629,2856,10178,32767,2946,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.347583968641214,50.856410998360865]}"
00120000000000006c04_4,6512,6076,5792,6215,6268,6239,6464,-2203,32767,548,9,1144,1326,1550,1879,2386,2629,2778,8773,32767,2837,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.347726039816838,50.85641057517284]}"
00120000000000006c04_5,6512,6032,5780,6215,6268,6239,6452,-2179,32767,549,9,1238,1390,1590,1879,2386,2629,2886,10311,32767,2895,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.34758330019527,50.856321072790315]}"
00120000000000006c04_6,6512,6064,5748,6215,6268,6239,6452,-2228,32767,577,9,1242,1356,1558,1879,2386,2629,2886,11369,32767,2988,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.347725371097686,50.85632064960364]}"
00120000000000006c1d_0,6784,6172,5792,6220,6232,6147,6584,-2074,32767,639,9,1152,1192,1380,1612,1898,1992,2452,12804,32767,2797,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.367021572227676,50.8530241705361]}"
00120000000000006c1d_1,6728,6180,5760,6238,6224,6129,6612,-2293,32767,688,9,1136,1212,1376,1658,2054,2204,2476,12426,32767,2855,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.367163632813263,50.85302372370894]}"
00120000000000006c1d_2,6708,6180,5820,6238,6224,6129,6556,-2083,32767,594,9,1042,1268,1380,1658,2054,2204,2562,9758,32767,2998,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.367305693395231,50.85302327670886]}"
00120000000000006c1d_3,6728,6164,5776,6255,6231,6153,6572,-2155,32767,644,9,1194,1260,1376,1621,2011,2115,2502,15604,32767,2903,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.367020866486444,50.852934245103526]}"
00120000000000006c1d_4,6740,6164,5824,6266,6223,6152,6552,-2010,32767,588,9,1136,1254,1356,1671,2064,2187,2524,13638,32767,3010,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.367162926798878,50.85293379827778]}"
00120000000000006c1d_5,6688,6148,5812,6266,6223,6152,6540,-2080,32767,589,9,1140,1266,1394,1671,2064,2187,2590,12432,32767,3002,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.367304987107696,50.85293335127913]}"
00120000000000006c1d_6,6704,6132,5824,6266,6223,6152,6540,-2035,32767,579,9,1164,1288,1412,1671,2064,2187,2562,12472,32767,2893,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.367162220788112,50.852843872845234]}"
00120000000000006c34_0,5864,5504,5220,5603,5693,5743,5972,-2811,32767,671,9,340,607,450,849,2864,3751,3764,21162,32767,7864,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.385180856061842,50.84999803737989]}"
00120000000000006c34_1,5856,5512,5248,5641,5727,5720,5972,-2802,32767,645,9,374,590,462,876,2860,3720,3732,22094,32767,7796,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.385322907159896,50.84999756846939]}"
00120000000000006c34_2,5864,5460,5240,5603,5693,5743,5944,-2668,32767,629,9,297,581,443,849,2864,3751,3874,19922,32767,7947,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.385038064653877,50.84990858082382]}"
00120000000000006c34_3,5900,5488,5204,5603,5693,5743,5992,-2801,32767,703,9,324,625,452,849,2864,3751,3828,20530,32767,7887,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.385180115482624,50.84990811208771]}"
00120000000000006c34_4,5876,5488,5200,5641,5727,5720,5976,-2814,32767,694,9,350,619,472,876,2860,3720,3842,20802,32767,7811,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.385322166307578,50.84990764317871]}"
00120000000000006c34_5,5868,5456,5208,5613,5724,5677,5960,-2764,32767,673,9,311,589,459,853,2924,3851,3894,19894,32767,7891,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.385179374907203,50.84981818679414]}"
00120000000000006c34_6,5900,5472,5172,5620,5738,5734,5944,-2653,32767,694,9,341,617,470,877,2906,3734,3870,20563,32767,7834,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.385321425459054,50.84981771788662]}"
00120000000000006c6f_0,5380,4952,4612,4971,5146,5201,5604,-3506,32767,971,9,457,533,386,718,2081,2607,2700,32767,32767,7498,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.431274289857813,50.84192315293555]}"
00120000000000006c6f_1,5392,4992,4628,4971,5146,5201,5576,-3340,32767,929,9,494,571,390,718,2081,2607,2854,32767,32767,7595,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.431416315621817,50.84192262798281]}"
00120000000000006c6f_2,5360,4960,4572,4966,5126,5191,5596,-3569,32767,1007,9,499,572,422,723,1978,2525,3094,32767,32767,7599,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.431131435400262,50.84183375281248]}"
00120000000000006c6f_3,5352,4908,4572,4971,5146,5201,5604,-3632,32767,1014,9,502,601,417,718,2081,2607,3016,32767,32767,7570,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.431273460895545,50.84183322803425]}"
00120000000000006c6f_4,5372,4932,4612,4971,5146,5201,5572,-3406,32767,942,9,493,597,438,718,2081,2607,2896,32767,32767,7372,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.431415486386582,50.841832703083185]}"
00120000000000006c6f_5,5392,4880,4568,5004,5182,5169,5568,-3349,32767,986,9,456,561,432,762,2178,2716,2766,30092,32767,7298,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.431272631937524,50.84174330313155]}"
00120000000000006c6f_6,5372,4944,4604,5004,5182,5169,5568,-3395,32767,947,9,482,576,444,762,2178,2716,2614,32602,32767,7096,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.431414657155592,50.84174277818216]}"
00120000000000006c7d_0,5724,5268,4988,5373,5483,5486,5744,-2604,32767,704,9,585,838,713,1284,2554,2878,3016,19802,32767,6175,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.442192412470913,50.83999380536109]}"
00120000000000006c7d_1,5664,5296,4968,5379,5532,5481,5716,-2688,32767,700,9,594,844,732,1280,2616,2985,3016,19329,32767,6093,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.442334432171725,50.8399932671357]}"
00120000000000006c7d_2,5628,5252,4940,5387,5518,5483,5724,-2863,32767,735,9,536,782,678,1279,2566,2878,3046,19127,32767,6358,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.44204954314921,50.83990441861149]}"
00120000000000006c7d_3,5672,5248,4980,5387,5518,5483,5736,-2730,32767,705,9,536,821,709,1279,2566,2878,3072,17863,32767,6249,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.442191562581439,50.83990388056065]}"
00120000000000006c7d_4,5684,5284,4964,5368,5529,5512,5768,-2840,32767,749,9,556,810,730,1316,2502,2835,3042,17768,32767,6129,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.442333582009311,50.839903342336974]}"
00120000000000006c7d_5,5648,5296,4964,5387,5518,5483,5724,-2773,32767,711,9,530,807,716,1279,2566,2878,3072,17354,32767,6219,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.442190712696314,50.839813955758814]}"
00120000000000006c7d_6,5672,5308,4964,5368,5529,5512,5736,-2749,32767,721,9,550,800,717,1316,2502,2835,3002,17963,32767,6144,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.44233273185125,50.83981341753685]}"
00120000000000006c7e_0,5684,5348,5036,5478,5504,5524,5776,-2787,32767,684,9,558,811,762,1371,2579,2917,3012,16544,32767,5961,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.442901659677245,50.83990118771403]}"
00120000000000006c7e_1,5704,5308,5020,5478,5504,5524,5800,-2842,32767,720,9,583,825,755,1371,2579,2917,3086,17961,32767,6068,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.443043679083331,50.83990064862623]}"
00120000000000006c7e_2,5708,5340,5036,5478,5504,5524,5780,-2730,32767,687,9,579,807,755,1371,2579,2917,3020,17648,32767,6000,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.442900808427435,50.83981126292077]}"
00120000000000006c7e_3,5716,5316,5044,5478,5504,5524,5796,-2761,32767,693,9,598,826,762,1371,2579,2917,3106,18346,32767,6059,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.443042827560586,50.83981072383469]}"
00120000000000006c7e_4,5728,5332,5044,5465,5595,5540,5812,-2789,32767,707,9,576,850,751,1419,2621,2930,3194,18064,32767,6192,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.443184846689373,50.839810184575775]}"
00120000000000006c7e_5,5704,5316,5020,5474,5538,5513,5796,-2826,32767,717,9,557,827,735,1397,2641,2935,3006,17525,32767,6070,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.442899957181986,50.839721338126104]}"
00120000000000006c7e_6,5716,5308,5028,5474,5538,5513,5792,-2764,32767,706,9,569,844,760,1397,2641,2935,3156,17364,32767,6118,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.4430419760422,50.83972079904173]}"
00120000000000006c7e_7,5716,5332,5080,5484,5561,5536,5780,-2647,32767,644,9,551,851,770,1369,2747,3063,3210,16493,32767,6130,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.443183994898051,50.83972025978453]}"
