system:index,20200829T102031_20200829T102249_T32UNB_B2,20200829T102031_20200829T102249_T32UNB_B3,20200829T102031_20200829T102249_T32UNB_B4,20200829T102031_20200829T102249_T32UNB_B5,20200829T102031_20200829T102249_T32UNB_B6,20200829T102031_20200829T102249_T32UNB_B7,20200829T102031_20200829T102249_T32UNB_B8,20200829T102031_20200829T102249_T32UNB_EVI,20200829T102031_20200829T102249_T32UNB_IRECI,20200829T102031_20200829T102249_T32UNB_NDVI,20200829T102031_20200829T102249_T32UNB_SCL,20200901T103031_20200901T103505_T32UNB_B2,20200901T103031_20200901T103505_T32UNB_B3,20200901T103031_20200901T103505_T32UNB_B4,20200901T103031_20200901T103505_T32UNB_B5,20200901T103031_20200901T103505_T32UNB_B6,20200901T103031_20200901T103505_T32UNB_B7,20200901T103031_20200901T103505_T32UNB_B8,20200901T103031_20200901T103505_T32UNB_EVI,20200901T103031_20200901T103505_T32UNB_IRECI,20200901T103031_20200901T103505_T32UNB_NDVI,20200901T103031_20200901T103505_T32UNB_SCL,.geo
0012000000000000c19e_5,4784,4524,4192,4666,5062,5124,5292,-5059,32767,1159,9,205,248,151,277,749,904,918,32767,32767,7174,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.639753324534917,50.77792618785239]}"
0012000000000000c19e_6,4828,4500,4252,4642,5022,5114,5264,-4656,32767,1063,9,213,257,187,316,782,886,1036,32767,32767,6941,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.639610270914426,50.77783704281112]}"
0012000000000000c19e_7,4792,4516,4232,4678,5053,5111,5280,-4974,32767,1101,9,198,247,157,284,756,880,961,32767,32767,7191,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.63975209766093,50.77783626502076]}"
0012000000000000c1b1_0,4924,4692,4340,4844,5369,5445,5648,-6239,32767,1309,9,641,1130,677,1762,4162,4797,4564,25441,32767,7416,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.654183266062661,50.77523819191312]}"
0012000000000000c1b1_1,4900,4672,4320,4844,5369,5445,5688,-6652,32767,1366,9,733,1408,746,1762,4162,4797,5792,26438,32767,7717,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.654325084541668,50.77523739643326]}"
0012000000000000c1b1_2,4880,4664,4340,4865,5410,5464,5684,-6892,32767,1340,9,812,1554,801,2153,5274,5726,6312,27396,32767,7747,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.654466903014255,50.775236600781]}"
0012000000000000c1b1_3,4900,4644,4328,4844,5369,5445,5584,-6041,32767,1267,9,628,891,643,1762,4162,4797,3934,26686,32767,7190,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.654182011637076,50.77514826929583]}"
0012000000000000c1b1_4,4896,4664,4308,4844,5369,5445,5640,-6365,32767,1338,9,637,1066,629,1762,4162,4797,4708,27519,32767,7642,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.654323829844186,50.77514747381851]}"
0012000000000000c1b1_5,4892,4664,4340,4865,5410,5464,5656,-6589,32767,1316,9,709,1306,669,2153,5274,5726,5596,28688,32767,7864,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.654465648044877,50.775146678168774]}"
0012000000000000c1d1_0,4656,4420,4124,4558,4994,5070,5280,-5903,32767,1229,9,928,1024,786,1203,2706,3099,3186,32767,32767,6042,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.680779756882602,50.7705895026979]}"
0012000000000000c1d1_1,4604,4384,4100,4558,4994,5070,5288,-6399,32767,1265,9,924,1005,778,1203,2706,3099,3162,32767,32767,6050,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.680921560537683,50.77058867493618]}"
0012000000000000c1d1_2,4632,4408,4100,4558,4994,5070,5240,-5817,32767,1220,9,900,1040,805,1203,2706,3099,3182,32767,32767,5961,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.680778451675245,50.770499580495375]}"
0012000000000000c1d1_3,4636,4400,4092,4558,4994,5070,5292,-6091,32767,1278,9,937,1012,805,1203,2706,3099,3206,32767,32767,5986,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.680920255058506,50.77049875273628]}"
0012000000000000c1d1_4,4700,4400,4100,4536,4993,5068,5252,-5336,32767,1231,9,916,1008,788,1174,2569,2943,3084,32767,32767,5929,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.681062058435089,50.7704979248048]}"
0012000000000000c1d1_5,4636,4424,4124,4541,5010,5105,5268,-6012,32767,1218,9,890,1028,807,1226,2653,3052,3178,32767,32767,5949,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.680777146474563,50.77040965829143]}"
0012000000000000c1d1_6,4672,4400,4092,4541,5010,5105,5272,-5656,32767,1260,9,916,1028,816,1226,2653,3052,3144,32767,32767,5878,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.680918949586008,50.77040883053496]}"
0012000000000000c1f3_0,4400,4124,3864,4206,4563,4666,4884,-5171,32767,1165,9,763,952,1007,1191,1661,1899,1620,7897,32767,2333,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.70751406323636,50.766023828466594]}"
0012000000000000c1f3_1,4404,4132,3880,4205,4534,4666,4852,-4962,32767,1113,9,880,1080,1118,1299,1746,1922,1776,8726,32767,2273,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.707370918209822,50.765934766734816]}"
0012000000000000c1f3_2,4372,4112,3850,4205,4534,4666,4852,-5178,32767,1151,9,880,1088,1130,1299,1746,1922,1762,8131,32767,2185,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.707512706996157,50.76593390670217]}"
0012000000000000c1f3_3,4388,4084,3828,4209,4586,4699,4840,-4959,32767,1167,9,919,1044,1092,1288,1794,1996,1802,12136,32767,2453,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.707654495775554,50.765933046497175]}"
0012000000000000c1f3_4,4324,4140,3870,4205,4534,4666,4876,-5804,32767,1150,9,1068,1166,1126,1299,1746,1922,1994,29284,32767,2782,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.7073695622483,50.76584484496623]}"
0012000000000000c1f3_5,4332,4140,3868,4205,4534,4666,4832,-5416,32767,1108,9,1028,1158,1152,1299,1746,1922,1938,17221,32767,2543,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.707511350762893,50.765843984936325]}"
0012000000000000c1f9_0,4484,4100,3956,4361,4706,4815,4904,-4750,32767,1069,9,647,789,773,873,1432,1679,1680,15461,32767,3697,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.712039025252443,50.76518692119205]}"
0012000000000000c1f9_1,4452,4128,3950,4346,4706,4813,4928,-5135,32767,1101,9,625,789,763,852,1337,1673,1616,14145,32767,3585,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.71218081163524,50.765186055493814]}"
0012000000000000c1f9_2,4440,4082,3928,4361,4706,4815,4940,-5280,32767,1141,9,648,807,731,873,1432,1679,1650,19519,32767,3859,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.712037660379373,50.76509699950273]}"
0012000000000000c1f9_3,4432,4084,3934,4346,4706,4813,4876,-4948,32767,1069,9,664,825,745,852,1337,1673,1614,19660,32767,3683,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.712179446490444,50.76509613380726]}"
0012000000000000c1f9_4,4432,4124,3950,4346,4706,4813,4904,-5145,32767,1077,9,667,856,740,852,1337,1673,1746,21232,32767,4046,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.71232123259453,50.765095267939444]}"
0012000000000000c1f9_5,4432,4112,3904,4324,4737,4823,4944,-5337,32767,1175,9,664,846,747,871,1481,1686,1614,19404,32767,3672,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.712036295513284,50.765007077811994]}"
0012000000000000c1f9_6,4476,4124,3940,4338,4747,4813,4892,-4725,32767,1077,9,724,891,756,807,1364,1720,1684,29329,32767,3803,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.71217808135263,50.76500621211928]}"
0012000000000000c1f9_7,4440,4084,3946,4338,4747,4813,4896,-5024,32767,1074,9,705,910,736,807,1364,1720,1678,29164,32767,3902,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.71231986718499,50.76500534625421]}"
0012000000000000c1fa_0,4396,4094,3938,4324,4700,4809,4892,-5360,32767,1080,9,719,862,688,792,1391,1775,1786,32767,32767,4438,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.712745224640162,50.76500274762494]}"
0012000000000000c1fa_1,4432,4112,3924,4324,4700,4809,4876,-4938,32767,1081,9,719,788,633,792,1391,1775,1706,32767,32767,4587,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.712887010444579,50.765001881070496]}"
0012000000000000c1fa_2,4368,4104,3920,4308,4686,4718,4884,-5533,32767,1094,9,748,780,645,834,1271,1506,1598,-32768,32767,4248,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.713028796242005,50.765001014343696]}"
0012000000000000c1fa_3,4428,4108,3896,4324,4700,4809,4904,-5112,32767,1145,9,701,818,631,792,1391,1775,1904,32767,32767,5021,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.712743858422433,50.764912825946574]}"
0012000000000000c1fa_4,4396,4090,3898,4324,4700,4809,4908,-5403,32767,1146,9,720,756,637,792,1391,1775,1872,32767,32767,4922,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.712885643955124,50.76491195939488]}"
0012000000000000c1fa_5,4380,4112,3914,4308,4686,4718,4896,-5493,32767,1114,9,760,805,645,834,1271,1506,1668,-32768,32767,4422,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.713027429480826,50.76491109267084]}"
0012000000000000c1fa_6,4404,4094,3904,4294,4702,4810,4816,-4760,32767,1045,9,758,738,648,856,1514,1864,1750,-32768,32767,4595,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.712884277472659,50.76482203771783]}"
0012000000000000c1fa_7,4400,4124,3924,4301,4674,4723,4852,-5040,32767,1057,9,783,816,651,867,1371,1563,1616,-32768,32767,4256,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.71302606272664,50.76482117099655]}"
0012000000000000c219_0,6920,6520,6236,6663,6825,6860,7076,-2835,32767,631,9,11920,11160,10832,11360,10960,10670,10960,-237,-32768,58,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.735909137094067,50.75919328957108]}"
0012000000000000c219_1,6988,6508,6224,6663,6825,6860,7072,-2652,32767,637,9,11984,11224,10872,11360,10960,10670,11048,-323,-32768,80,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.73605090461816,50.7591923949315]}"
0012000000000000c219_2,6988,6576,6240,6671,6818,6813,7100,-2732,32767,644,9,11920,11080,10784,11200,10741,10354,11032,-453,-32768,113,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.735907726768685,50.75910336826274]}"
0012000000000000c219_3,6992,6568,6236,6671,6818,6813,7076,-2642,32767,631,9,11888,11112,10784,11200,10741,10354,11008,-416,-32768,102,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.73604949402115,50.759102473626015]}"
0012000000000000c219_4,6972,6576,6212,6616,6805,6825,7084,-2748,32767,655,9,11944,11136,10760,11355,10868,10451,11096,-603,-32768,153,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.7361912612664,50.75910157881698]}"
0012000000000000c219_5,6972,6596,6284,6671,6818,6813,7140,-2874,32767,637,9,11904,11056,10664,11200,10741,10354,10984,-559,-32768,147,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.735906316450517,50.759013446952984]}"
0012000000000000c219_6,6992,6588,6240,6671,6818,6813,7124,-2806,32767,661,9,11920,11032,10648,11200,10741,10354,10936,-493,-32768,133,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.736048083431355,50.7590125523191]}"
0012000000000000c279_0,2652,2552,2470,2836,4342,5093,5356,32767,32767,3687,8,16328,15456,14968,15678,14925,14543,14664,422,-32768,-102,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.807775303150446,50.74172077608298]}"
0012000000000000c279_1,2708,2604,2496,3046,4347,4948,5248,-32768,32767,3553,8,16016,15256,14880,15456,14725,14311,14424,694,-32768,-155,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.807917015514413,50.74171979433184]}"
0012000000000000c279_2,2658,2566,2458,2836,4342,5093,5480,32767,32767,3807,8,16464,15528,15080,15678,14925,14543,14768,427,-32768,-104,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.80763204396771,50.74163183760066]}"
0012000000000000c279_3,2712,2596,2514,2836,4342,5093,5424,32767,32767,3665,8,16328,15360,14928,15678,14925,14543,14744,253,-32768,-62,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.807773756068244,50.74163085602484]}"
0012000000000000c279_4,2764,2622,2558,3046,4347,4948,5192,-32768,32767,3398,8,16208,15296,14792,15456,14725,14311,14616,241,-32768,-59,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.80791546816087,50.74162987427684]}"
0012000000000000c279_5,2754,2584,2480,2904,4036,4558,5220,-32768,32767,3558,8,16400,15496,15080,15772,15118,14590,14744,472,-32768,-112,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.807630497164757,50.741541917537965]}"
0012000000000000c279_6,2764,2566,2542,2904,4036,4558,5264,-32768,32767,3487,8,16256,15360,15088,15772,15118,14590,14696,587,-32768,-131,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.807772208993951,50.74154093596528]}"
0012000000000000c279_7,2832,2776,2684,3528,4556,4897,5128,-32768,32767,3128,9,16208,15296,14952,15555,14905,14388,14616,487,-32768,-113,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.807913920815237,50.7415399542204]}"
0012000000000000c2ab_0,2996,3212,3138,3618,4423,4706,4964,32767,32767,2253,9,7376,6896,6572,6592,6553,6484,6872,-831,-32768,223,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.84851337973992,50.737294633697736]}"
0012000000000000c2ab_1,2854,2954,2868,3264,4366,4719,4924,32767,32767,2638,8,7352,6884,6572,6646,6577,6574,6808,-662,19792,176,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.848655077288546,50.7372936025067]}"
0012000000000000c2ab_2,2744,3038,3106,3618,4423,4706,4676,14361,32767,2017,9,7276,6856,6532,6592,6553,6484,6784,-733,-32768,189,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.848511754895913,50.73720471449613]}"
0012000000000000c2ab_3,2548,2802,2840,3264,4366,4719,4620,17444,32767,2386,8,7320,6880,6524,6646,6577,6574,6764,-667,32767,180,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.848653452173279,50.73720368330839]}"
0012000000000000c2ab_4,2304,2480,2592,3264,4366,4719,4776,17907,32767,2964,8,7388,6880,6540,6646,6577,6574,6816,-737,32767,206,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.848795149442335,50.73720265194847]}"
0012000000000000c2ab_5,2728,2844,2954,3400,4171,4468,4528,21946,32767,2103,8,7296,6764,6464,6464,6494,6449,6708,-661,-32768,185,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.848510130060212,50.737114795293095]}"
0012000000000000c2ab_6,2518,2630,2752,3059,3801,4112,4376,20259,32767,2278,8,7332,6796,6500,6527,6482,6484,6708,-560,-32768,157,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.848651827066318,50.737113764108635]}"
0012000000000000c2e5_0,1528,1876,2334,2720,3115,3354,3470,4721,32767,1957,5,840,984,1078,1227,1385,1496,1496,6276,32767,1623,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.893708994268438,50.72922290167591]}"
0012000000000000c2e5_1,1554,1938,2360,2699,3007,3220,3466,4629,32767,1898,5,845,962,1094,1255,1541,1730,1508,5963,32767,1591,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.893850665765802,50.72922181569153]}"
0012000000000000c2e5_2,1570,1896,2310,2720,3115,3354,3508,5353,32767,2059,5,854,974,1072,1227,1385,1496,1500,7002,32767,1664,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.893565612140959,50.72913406923759]}"
0012000000000000c2e5_3,1542,1898,2338,2720,3115,3354,3474,4782,32767,1954,5,842,1004,1100,1227,1385,1496,1528,5898,32767,1628,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.893707283375946,50.72913298342878]}"
0012000000000000c2e5_4,1564,1926,2318,2699,3007,3220,3480,5133,32767,2004,5,877,1026,1152,1255,1541,1730,1586,5646,32767,1585,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.893848954602186,50.72913189744786]}"
0012000000000000c2e5_5,1566,1894,2284,2674,3040,3202,3436,5337,32767,2013,5,890,1040,1116,1158,1399,1541,1636,7840,32767,1889,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.893705572492198,50.729043065180214]}"
0012000000000000c2e5_6,1546,1904,2326,2451,3328,3658,3474,4917,32767,1979,5,947,1092,1106,1319,1951,2166,1842,13367,32767,2496,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.893847243447318,50.72904197920275]}"
0012000000000000c2e8_0,2164,1958,2206,2808,3625,3902,3650,32767,32767,2465,8,4668,4956,5092,5400,6144,6485,5876,13812,32767,714,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.895967161111198,50.72875591429986]}"
0012000000000000c2e8_1,1504,1656,1992,2804,3658,4084,2924,6477,32767,1895,5,3958,4536,4860,4737,5516,5966,5500,3215,32767,617,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.896108831112846,50.7287548255791]}"
0012000000000000c2e8_2,1334,1734,2170,2804,3658,4084,2850,2898,32767,1354,5,3294,3884,4308,4737,5516,5966,4948,2626,32767,691,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.896250501105722,50.72875373668624]}"
0012000000000000c2e8_3,2720,2022,2014,2556,3242,3596,4124,-12586,32767,3437,8,5516,5572,5712,6278,6778,6966,6468,-30047,32767,620,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.895965445924565,50.728665996100915]}"
0012000000000000c2e8_4,1772,1650,1912,2314,2941,3524,3050,23073,32767,2293,5,5148,5396,5484,5743,6295,6449,6292,32767,32767,686,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.896107115655095,50.728664907383624]}"
0012000000000000c2e8_5,1456,1598,1954,2314,2941,3524,2916,6463,32767,1975,5,4564,4820,4816,5743,6295,6449,5768,32767,32767,899,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.896248785376859,50.72866381849422]}"
0012000000000000c2e8_6,1974,1838,1912,2314,2941,3524,3464,32767,32767,2886,5,5888,5684,5580,5743,6295,6449,6684,-6908,32767,900,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.896105400206114,50.72857498918669]}"
0012000000000000e1f8_0,5936,5568,5240,5647,5751,5727,5976,-2590,32767,656,9,3030,2774,2542,2722,2941,3051,3024,-2709,32767,865,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.515043943693598,50.813525846755375]}"
0012000000000000e1f8_1,5928,5500,5252,5667,5753,5780,5968,-2564,32767,638,9,2852,2618,2452,2611,2904,2980,2988,-3632,32767,985,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.51490101707537,50.81343654897514]}"
0012000000000000e1f8_2,5936,5548,5208,5647,5751,5727,5952,-2541,32767,666,9,3050,2756,2532,2722,2941,3051,3054,-2819,32767,934,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.515042954719572,50.81343592250092]}"
0012000000000000e1f8_3,5880,5508,5220,5647,5751,5727,5968,-2745,32767,668,9,3132,2762,2578,2722,2941,3051,3084,-2562,32767,893,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.51518489235871,50.81343529585406]}"
0012000000000000e1f8_4,5924,5508,5228,5655,5766,5767,5992,-2701,32767,680,9,2766,2548,2410,2502,2854,2983,2964,-4171,32767,1030,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.514900028378923,50.81334662471728]}"
0012000000000000e1f8_5,5956,5556,5220,5603,5745,5752,5948,-2459,32767,651,9,2984,2696,2562,2671,2972,3052,3042,-3026,32767,856,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.515041965750608,50.81334599824507]}"
0012000000000000e1f8_6,5924,5548,5208,5603,5745,5752,5992,-2726,32767,700,9,3076,2736,2566,2671,2972,3052,3120,-3041,32767,974,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.515183903117231,50.81334537160021]}"
0012000000000000e200_0,5868,5424,5156,5487,5591,5596,5944,-2763,32767,709,9,6124,5640,5492,5741,5871,5925,5996,-1804,32767,438,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.521135261335983,50.812419654831274]}"
0012000000000000e200_1,5864,5412,5156,5522,5630,5605,5924,-2697,32767,693,9,6372,5848,5664,6106,6177,6189,6172,-1663,32767,429,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.521277195758515,50.81241902078225]}"
0012000000000000e200_2,5840,5412,5184,5522,5630,5605,5944,-2814,32767,682,9,6504,6016,5792,6106,6177,6189,6264,-1520,32767,391,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.52141913017592,50.81241838656057]}"
0012000000000000e200_3,5864,5400,5140,5487,5591,5596,5912,-2670,32767,698,9,6120,5692,5448,5741,5871,5925,6048,-2094,32767,521,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.521134260705269,50.81232973064622]}"
0012000000000000e200_4,5840,5444,5136,5522,5630,5605,5928,-2806,32767,715,9,6372,5916,5644,6106,6177,6189,6220,-1868,32767,485,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.521276194855302,50.812329096599214]}"
0012000000000000e200_5,5824,5412,5124,5522,5630,5605,5924,-2852,32767,724,9,6452,6068,5856,6106,6177,6189,6336,-1734,32767,393,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.521418129000212,50.812328462379554]}"
0012000000000000e200_6,5844,5412,5092,5484,5653,5591,5880,-2663,32767,718,9,5944,5888,5716,6082,6155,6138,6084,-2190,32767,311,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.521275193957216,50.81223917241478]}"
0012000000000000e200_7,5820,5400,5084,5484,5653,5591,5944,-2985,32767,779,9,6104,5968,5820,6082,6155,6138,6188,-1969,32767,306,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.52141712782963,50.812238538197136]}"
0012000000000000e216_0,6120,5680,5368,5810,5899,5871,6156,-2614,32767,683,9,390,461,411,561,1129,1302,1230,26522,32767,4990,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.538417107564065,50.809373535912016]}"
0012000000000000e216_1,6064,5664,5360,5796,5879,5880,6188,-2902,32767,717,9,583,583,525,571,867,1034,918,-32372,32767,2723,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.538559032359593,50.80937288086824]}"
0012000000000000e216_2,5996,5684,5392,5796,5879,5880,6144,-2904,32767,651,9,595,592,529,571,867,1034,781,-12438,32767,1923,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.53870095714983,50.80937222565181]}"
0012000000000000e216_3,6068,5708,5340,5791,5909,5867,6176,-2865,32767,725,9,556,561,524,597,969,1072,1020,-32768,32767,3212,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.538416073863512,50.80928361193082]}"
0012000000000000e216_4,6056,5664,5376,5772,5879,5844,6120,-2640,32767,647,9,594,563,558,546,857,1019,730,-11436,32767,1335,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.538557998386592,50.80928295688912]}"
0012000000000000e25b_0,5692,5288,5092,5429,5526,5474,5888,-3184,32767,724,9,483,570,540,1007,1580,1770,1934,22447,32767,5634,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.592232168773041,50.799940019610915]}"
0012000000000000e25b_1,5704,5268,5112,5456,5568,5515,5904,-3192,32767,718,9,529,699,620,1038,2488,3056,3024,21638,32767,6597,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.592374063675706,50.7999392992016]}"
0012000000000000e25b_2,5752,5248,5088,5456,5568,5515,5916,-3091,32767,752,9,543,778,515,1038,2488,3056,3802,29134,32767,7614,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.59251595857255,50.79993857861971]}"
0012000000000000e25b_3,5724,5284,5088,5382,5469,5474,5868,-2984,32767,711,9,480,610,525,838,1975,2337,2590,24112,32767,6629,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.592231032138647,50.79985009631779]}"
0012000000000000e25b_4,5724,5248,5068,5365,5507,5471,5884,-3073,32767,745,9,520,719,550,1111,2851,3516,3482,25424,32767,7271,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.59237292676902,50.79984937591077]}"
0012000000000000e25b_5,5724,5264,5080,5365,5507,5471,5888,-3078,32767,736,9,547,760,492,1111,2851,3516,3896,30984,32767,7757,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.592514821393573,50.799848655331175]}"
0012000000000000e25b_6,5704,5248,5064,5365,5507,5471,5892,-3183,32767,755,9,565,758,574,1111,2851,3516,3790,26822,32767,7369,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.592371789868155,50.79975945261852]}"
0012000000000000e25d_0,5612,5324,4980,5340,5467,5517,5892,-3609,32767,838,9,990,1246,1526,1559,2306,2638,2492,5717,32767,2404,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.593789593510767,50.79966231580917]}"
0012000000000000e25d_1,5592,5308,4992,5340,5467,5517,5864,-3560,32767,803,9,908,1186,1478,1559,2306,2638,2524,5705,32767,2613,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.593931487532476,50.799661593508475]}"
0012000000000000e25d_2,5584,5296,5004,5353,5537,5546,5836,-3455,32767,767,9,840,1112,1296,1344,2351,2689,2574,7886,32767,3302,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.59407338154835,50.799660871035194]}"
0012000000000000e25d_3,5576,5296,4980,5340,5467,5517,5948,-4039,32767,885,9,724,986,1030,1559,2306,2638,2700,12097,32767,4477,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.593788453898672,50.799572392537065]}"
0012000000000000e25d_4,5556,5248,4964,5340,5467,5517,5904,-3929,32767,864,9,566,887,806,1559,2306,2638,2788,14659,32767,5514,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.593930347648092,50.79957167023866]}"
0012000000000000e25d_5,5576,5284,4972,5353,5537,5546,5884,-3735,32767,840,9,564,843,689,1344,2351,2689,2828,19566,32767,6081,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.594072241391679,50.79957094776769]}"
0012000000000000e25d_6,5548,5280,4916,5272,5477,5572,5900,-3959,32767,909,9,496,789,536,1071,2799,3422,3582,24732,32767,7396,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.593929207769543,50.79948174696744]}"
0012000000000000e260_0,5672,5200,4872,5339,5666,5668,5952,-3670,32767,997,9,740,1280,761,1933,4658,5041,5384,26261,32767,7523,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.596197214156666,50.7992903202876]}"
0012000000000000e260_1,5680,5204,4852,5315,5667,5671,5936,-3588,32767,1004,9,732,1266,742,1995,4730,5240,5500,26652,32767,7622,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.596339106989866,50.799289595062454]}"
